DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,AREA,P388,P6440,P6450,P6460,P6460S1,P6400,P6410,P6422,P6424S1,P6424S2,P6424S3,P6426,P6430S1,P6480,P6480S1,P9440,P6500,P6510,P6510S1,P6510S2,P6590,P6590S1,P6600,P6600S1,P6610,P6610S1,P6620,P6620S1,P6585S1,P6585S1A1,P6585S1A2,P6585S2,P6585S2A1,P6585S2A2,P6585S3,P6585S3A1,P6585S3A2,P6585S4,P6585S4A1,P6585S4A2,P6545,P6545S1,P6545S2,P6580,P6580S1,P6580S2,P6630S1,P6630S1A1,P6630S2,P6630S2A1,P6630S3,P6630S3A1,P6630S4,P6630S4A1,P6630S6,P6630S6A1,P6640,P6640S1,P6765,P6765S1,P6772,P6772S1,P6773S1,P6775,P6750,P6760,P550,P6780,P6780S1,P6790,P1800,P1800S1,P1801S1,P1801S2,P1801S3,P1802,P1879,P1805,P6800,P6810,P6810S1,P6850,P6830,P6830S1,P6870,P6880,P6880S1,P6915,P6915S1,P6920,P6930,P6940,P6960,P6980,P6980S1,P6980S2,P6980S3,P6980S4,P6980S5,P6980S6,P6980S7,P6980S7A1,P6980S8,P6990,P9450,P7020,P760,P7026,P7028,P7028S1,P7040,P390,P7045,P7050,P7050S1,P7070,P7075,P7077,P1880,P1881,P1882,P3148,P7090,P7100,P7110,P7120,P7130,P7140,P7140S1,P7140S2,P7140S3,P7140S4,P7140S5,P7140S6,P7140S7,P7140S8,P7140S9,P7140S9A1,P7150,P7160,P7170S1,P7170S5,P7170S6,P7180,P514,P515,P7240,P7240S1,OFICIO,RAMA2D_R4,OCI,P6430,RAMA4D_R4,INGLABO,DPTO,MES,fex_c_2018,RAMA4DP8_R4
5597240,1,1,1,60,52,52,1,2,2,12,1,,1,1,1,1,9,,1,,2,908000,2,,,2,,2,,2,,2,,2,,,1,106000,2,2,,,2,,,2,,,2,,,1,454000,1,454000,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,44,,.,44,,,9,5,,1,,1,2,1,5,1,1,,,,,,,,,1,1,1,0,12,1,,2,,,,,,,,1,12,30,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,1,,44,36,1,1,3600,908000,52,10,38.934556565,
5597240,1,2,1,60,52,52,2,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,700000,1,,3,,12,2,,,,,3,1,1,56,,.,56,,,1,4,,3,,2,,,,1,.,,,,,,,,1,2,2,1,12,36,1,,2,,,,,,,,1,3,15,,2,,,,1,1,1,1,1,1,2,1,2,2,2,,2,1,2,2,2,2,2,2,9,,98,49,1,4,4921,700000,52,10,38.934556565,
5597241,1,1,1,60,52,52,2,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,200000,1,,3,,12,2,,,,,3,1,2,60,,.,60,,,1,1,,2,,2,,,,1,.,,,,,,,,1,2,2,1,4,60,4,,2,,,,,,,,2,14,,,2,,,,2,,,,,,,,,,,,,,1,2,2,2,2,1,3,,45,47,1,4,4724,200000,52,10,26.131604651,
5597242,1,1,1,60,52,52,1,2,1,,1,,1,1,1,1,72,,5,,1,1988000,2,,,2,,2,,2,,2,,2,,,1,200000,2,2,,,2,,,2,,,2,,,1,1000000,1,2000000,1,1000000,2,,2,,2,,,.,,,,,,,,,.,11,,,,,,,,,40,,.,40,,,7,7,,1,,1,1,1,10,1,1,,,,,,,,,1,1,1,4,120,1,,2,,,,,,,,1,15,50,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,9,,13,85,1,2,8530,1988000,52,10,29.259245546,
5597242,1,2,1,60,52,52,2,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,400000,1,,3,,10,2,,,,,1,1,2,40,,.,40,,,3,2,,2,,2,,,,1,.,,,,,,,,1,2,2,1,2,7,4,,2,,,,,,,,7,12,15,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,9,,95,41,1,4,4111,400000,52,10,29.259245546,
5597243,1,1,1,60,52,52,2,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,2,300000,1,,3,,12,2,,,,,3,1,1,40,,.,40,,,1,5,,2,,2,,,,1,.,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,30,,2,,,,1,1,1,1,2,1,2,2,2,2,2,,2,1,2,2,1,2,2,1,9,,45,92,1,4,9200,300000,52,10,26.872720831,
5597243,1,2,1,60,52,52,2,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,350000,1,,3,,12,1,1,0,1,0,2,1,2,48,,.,48,,,2,8,,2,,2,,,,1,.,,,,,,,,1,2,2,1,4,9,8,,2,,,,,,,,3,9,60,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,2,1,9,,62,01,1,4,0122,350000,52,10,26.872720831,
5597245,1,1,1,60,52,52,1,1,,,1,,2,2,2,2,4,,1,,2,160000,2,,,2,,2,,2,,2,,2,,,1,30000,2,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,4,,,,,,,,,20,1,,20,,,1,2,,1,,2,,,,1,.,,,,,,,,1,2,2,1,8,12,4,,2,,,,,,,,2,2,20,,1,20,2,1,1,1,1,1,2,1,2,1,1,1,2,,1,1,2,2,1,2,2,1,9,,54,97,1,3,9700,160000,52,10,25.64928143,
5597245,1,2,1,60,52,52,1,2,2,10,1,,1,2,1,1,8,,1,,2,1200000,2,,,2,,2,,2,,2,,2,,,1,106000,1,2,,,2,,,2,,,2,,,1,600000,2,,2,,2,,2,,2,,,.,,,,,,,,,.,8,,,,,,,,,48,,.,48,,,7,7,,1,,1,1,1,5,1,1,,,,,,,,,1,2,1,8,36,1,,2,,,,,,,,1,12,25,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,2,,58,80,1,1,8010,1200000,52,10,25.64928143,
5597246,1,1,1,60,52,52,2,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,300000,1,,1,,10,2,,,,,3,1,2,15,1,,15,,,1,1,,2,,2,,,,1,.,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,14,,,1,25,2,1,2,,,,,,,,,,,,,,1,2,1,2,2,1,8,,41,56,1,4,5619,300000,52,10,28.152840266,
5597246,1,2,1,60,52,52,2,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,600000,1,,3,,12,2,,,,,3,1,1,49,,.,49,,,1,4,,2,,2,,,,1,.,,,,,,,,1,2,2,1,7,144,4,,2,,,,,,,,9,3,8,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,2,1,9,,98,49,1,4,4921,600000,52,10,28.152840266,
5597247,1,1,1,60,52,52,2,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,300000,1,,3,,12,2,,,,,3,1,1,60,,.,60,,,1,1,,2,,2,,,,1,.,,,,,,,,1,2,2,1,7,84,4,,2,,,,,,,,3,14,,,2,,,,1,1,1,1,1,1,2,2,2,2,2,,2,1,2,2,2,2,2,2,3,,38,61,1,4,6190,300000,52,10,26.131604651,
5597248,1,1,1,60,52,52,1,2,2,5,2,4,1,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,1100000,1,,3,,9,2,,,,,1,1,1,40,,.,0,7,ESTABA EN SEMANA DE RESESO ESCOLAR EL COLEGIO,8,7,,1,,1,2,2,4,1,1,,,,,,,,,1,2,1,3,9,3,,2,,,,,,,,3,3,15,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,2,1,9,,55,85,1,4,8530,1100000,52,10,29.08613182,8413
5597249,1,1,1,60,52,52,1,1,,,1,,2,2,2,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,1000000,1,,3,,12,2,,,,,1,1,1,54,,.,54,,,2,2,,2,,2,,,,1,.,,,,,,,,1,2,2,1,2,120,4,,2,,,,,,,,13,12,30,,2,,,,1,1,1,1,1,1,2,2,1,1,2,,2,1,2,2,2,2,2,1,9,,95,41,1,4,4111,1000000,52,10,30.599719068,
5597251,1,1,1,60,52,52,1,2,2,6,1,,2,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,1200000,1,,3,,12,2,,,,,1,1,1,54,,.,54,,,9,7,,1,,1,2,2,10,1,1,,,,,,,,,1,2,1,0,6,4,,2,,,,,,,,1,12,10,,2,,,,1,1,1,1,1,1,2,2,2,2,2,,2,1,2,2,2,2,2,2,3,,59,86,1,4,8621,1200000,52,10,38.609032934,
5597251,1,2,1,60,52,52,1,2,1,,1,,1,1,1,1,60,,2,,2,900000,2,,,2,,2,,2,,2,,2,,,1,106000,2,2,,,2,,,2,,,2,,,1,450000,1,450000,1,450000,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,60,,.,60,,,5,4,,1,,1,2,1,5,1,1,,,,,,,,,1,1,1,3,16,4,,2,,,,,,,,1,12,20,,2,,,,2,,,,,,,,,,,,,,1,1,2,2,2,1,9,,98,46,1,1,4663,900000,52,10,38.609032934,
5597252,1,1,1,60,52,52,2,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,500000,1,,3,,12,2,,,,,3,1,1,60,,.,60,,,1,4,,2,,2,,,,1,.,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,9,,2,,,,1,1,1,1,1,1,2,1,1,1,2,,2,1,2,2,2,2,2,2,9,,98,49,1,4,4921,500000,52,10,39.453282791,
6004972,1,3,1,60,52,52,1,2,2,3,1,,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,1200000,1,,3,,12,2,,,,,1,1,1,40,,.,40,,,9,7,,1,,1,2,2,3,1,1,,,,,,,,,1,2,1,0,3,4,,2,,,,,,,,1,3,15,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,2,1,9,,39,84,1,4,8412,1200000,52,11,10.374401341,
6004973,1,2,1,60,52,52,2,,,,,,,,,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,600000,1,,3,,12,1,2,0,2,0,2,1,1,30,1,,30,,,2,6,,2,,2,,,,1,.,,,,,,,,1,2,2,1,4,24,1,,2,,,,,,,,3,12,15,,1,18,2,1,1,1,1,1,2,1,2,1,1,1,2,,2,1,2,2,1,2,2,1,8,,97,52,1,4,5224,600000,52,11,10.374401341,
6004973,1,3,1,60,52,52,2,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,200000,1,,1,,12,2,,,,,3,1,1,14,1,,14,,,1,5,,2,,2,,,,1,.,,,,,,,,1,2,2,1,24,36,1,,2,,,,,,,,1,3,30,,1,30,2,1,2,,,,,,,,,,,,,,1,2,1,2,2,1,3,,41,47,1,4,4771,200000,52,11,10.374401341,
6004974,1,1,1,60,52,52,2,,,,,,,,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,600000,1,,3,,12,2,,,,,3,1,1,48,,.,48,,,1,6,,2,,2,,,,1,.,,,,,,,,1,2,2,1,3,120,4,,2,,,,,,,,2,3,20,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,2,1,8,,41,47,1,4,4759,600000,52,11,36.500026375,
6004975,1,1,1,60,52,52,2,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,600000,1,,3,,12,2,,,,,3,1,2,54,,.,54,,,1,1,,2,,2,,,,1,.,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,14,,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,2,1,9,,57,96,1,4,9602,600000,52,11,10.374401341,
6004976,1,1,1,60,52,52,1,1,,,1,,2,2,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,700000,1,,3,,12,2,,,,,1,1,1,56,,.,56,,,2,7,,2,,2,,,,1,.,,,,,,,,1,2,2,1,0,24,1,,2,,,,,,,,1,2,15,,2,,,,1,1,1,1,1,1,2,2,2,2,2,,2,2,2,2,2,2,2,2,3,,41,47,1,4,4772,700000,52,11,10.374401341,
6004977,1,1,1,60,52,52,2,,,,,,,,,,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,400000,1,,3,,12,2,,,,,3,1,2,60,,.,60,,,1,1,,2,,2,,,,1,.,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,14,,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,2,1,3,,41,47,1,4,4711,400000,52,11,10.374401341,
6004977,1,2,1,60,52,52,2,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,200000,1,,3,,12,2,,,,,3,1,1,30,1,,30,,,1,1,,2,,2,,,,1,.,,,,,,,,1,2,2,1,6,12,3,,2,,,,,,,,3,14,,,1,10,2,1,2,,,,,,,,,,,,,,1,2,1,2,2,1,9,,41,47,1,4,4729,200000,52,11,10.374401341,
6004979,1,2,1,60,52,52,1,1,,,1,,2,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,280000,1,,1,,4,2,,,,,1,1,1,14,1,,14,,,1,2,,2,,2,,,,1,.,,,,,,,,1,2,2,1,24,60,1,,2,,,,,,,,1,3,20,,1,26,2,1,2,,,,,,,,,,,,,,1,2,1,2,2,1,9,,59,88,1,4,8810,280000,52,11,10.374401341,
6004980,1,1,1,60,52,52,1,1,,,1,,2,2,2,2,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,900000,1,,3,,12,2,,,,,1,1,1,54,,.,54,,,2,7,,2,,2,,,,1,.,,,,,,,,1,2,2,1,6,120,1,,2,,,,,,,,1,12,15,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,3,,41,46,1,4,4631,900000,52,11,10.374401341,
6004981,1,1,1,60,52,52,2,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,1000000,1,,3,,6,1,1,0,1,0,3,1,1,52,,.,52,,,2,3,,2,,2,,,,1,.,,,,,,,,1,2,2,1,18,24,1,,2,,,,,,,,1,3,10,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,9,,41,47,1,4,4729,1000000,52,11,26.29748057,
6004982,1,1,1,60,52,52,2,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,450000,1,,3,,12,2,,,,,1,1,2,48,,.,48,,,3,8,,2,,2,,,,1,1,,,,,,,,,2,2,1,2,24,4,,2,,,,,,,,3,9,90,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,3,,64,03,1,4,0312,450000,52,11,36.500026375,
6004983,1,1,1,60,52,52,2,,,,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,300000,1,,3,,12,2,,,,,3,1,2,48,,.,48,,,1,3,,2,,2,,,,1,.,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,15,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,2,1,3,,41,47,1,4,4721,300000,52,11,10.374401341,
6004984,1,1,1,60,52,52,1,1,,,1,,1,2,1,2,132,,1,,2,400000,2,,,2,,2,,2,,2,,2,,,1,50000,1,2,,,2,,,2,,,2,,,2,,1,200000,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,54,,.,54,,,1,2,,2,,2,,,,1,.,,,,,,,,1,2,2,1,8,6,3,,2,,,,,,,,3,2,30,,2,,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,8,,54,97,1,3,9700,400000,52,11,10.374401341,
6004984,1,5,1,60,52,52,1,1,,,1,,1,2,1,2,240,,1,,2,350000,2,,,2,,2,,2,,2,,2,,,1,60000,2,2,,,2,,,2,,,2,,,2,,1,350000,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,54,,.,54,,,1,2,,2,,2,,,,1,.,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,2,30,,2,,,,2,,,,,,,,,,,,,,1,2,2,2,1,2,3,,54,97,1,3,9700,350000,52,11,10.374401341,
6004985,1,2,1,60,52,52,1,2,2,12,1,,1,1,1,1,11,,2,,2,900000,2,,,2,,2,,2,,2,,2,,,1,106000,2,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,11,,,,,,,,,48,,.,48,,,8,7,,1,,1,2,1,1,1,1,,,,,,,,,1,2,1,8,22,4,,2,,,,,,,,1,2,25,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,2,1,9,,33,46,1,1,4631,900000,52,11,10.374401341,
6004985,1,4,1,60,52,52,1,1,,,1,,2,2,2,2,8,,1,,2,500000,2,,,2,,2,,2,,2,,2,,,1,50000,2,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,8,,,,,,,,,48,,.,48,,,1,2,,2,,2,,,,1,.,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,2,25,,2,,,,1,1,1,1,2,1,2,1,1,1,2,,2,1,2,2,2,2,2,2,3,,55,97,1,3,9700,500000,52,11,10.374401341,
6004986,1,1,1,60,52,52,1,2,1,,1,,1,1,1,1,36,,5,,2,908000,2,,,2,,2,,2,,2,,2,,,1,106000,2,2,,,2,,,2,,,2,,,1,454000,1,454000,1,454000,2,,2,,2,,,.,,,,,,,,,.,11,,,,,,,,,40,,.,40,,,7,7,,1,,1,2,1,7,1,1,,,,,,,,,1,1,1,9,48,1,,2,,,,,,,,1,11,30,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,54,94,1,1,9499,908000,52,11,10.374401341,
6004986,1,2,1,60,52,52,1,2,2,12,1,,2,2,2,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,1500000,1,,3,,12,2,,,,,1,1,1,40,,.,40,,,8,7,,1,,1,2,2,2,1,1,,,,,,,,,1,2,1,0,12,4,,2,,,,,,,,1,11,30,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,2,1,5,,19,94,1,4,9499,1500000,52,11,10.374401341,
6004987,1,1,1,60,52,52,1,2,1,,1,,1,1,1,1,168,,2,,2,450000,2,,,2,,2,,2,,2,,2,,,1,54000,2,2,,,2,,,2,,,2,,,2,,1,225000,2,,2,,2,,2,,,.,,,,,,,,,.,11,,,,,,,,,30,2,,30,,,5,7,,1,,1,1,1,14,1,1,,,,,,,,,1,2,2,,,,,2,,,,,,,,,2,15,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,9,,55,46,1,1,4661,450000,52,11,10.374401341,
6004987,1,3,1,60,52,52,1,1,,,1,,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,700000,1,,3,,2,2,,,,,1,1,1,48,,.,48,,,3,7,,2,,2,,,,1,.,,,,,,,,1,2,2,1,10,24,1,,2,,,,,,,,1,2,25,,2,,,,2,,,,,,,,,,,,,,1,1,2,2,2,1,9,,41,46,1,4,4632,700000,52,11,10.374401341,
6004988,1,2,1,60,52,52,2,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,500000,1,,3,,12,2,,,,,3,1,1,20,1,,20,,,1,5,,2,,2,,,,1,.,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,40,,1,20,2,1,2,,,,,,,,,,,,,,1,2,1,2,2,1,9,,41,47,1,4,4771,500000,52,11,26.449984958,
6004989,1,2,1,60,52,52,2,,,,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,300000,1,,3,,12,2,,,,,3,1,2,24,2,,24,,,1,6,,2,,2,,,,1,.,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,30,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,2,1,3,,41,47,1,4,4723,300000,52,11,10.374401341,
6004990,1,2,1,60,52,52,2,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,900000,1,,3,,12,2,,,,,3,4,2,48,,.,48,,,1,4,,2,,2,,,,1,.,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,6,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,9,,98,49,1,4,4921,900000,52,11,23.031901527,
6004991,1,2,1,60,52,52,2,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,200000,1,,3,,12,2,,,,,3,1,2,54,,.,54,,,1,1,,2,,2,,,,1,.,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,14,,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,2,2,9,,41,47,1,4,4721,200000,52,11,10.374401341,
6004992,1,1,1,60,52,52,1,1,,,1,,2,2,2,2,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,2500000,1,,3,,10,2,,,,,2,1,1,30,1,,30,,,1,1,,1,,1,2,2,6,1,1,,,,,,,,,2,2,1,2,36,4,,2,,,,,,,,1,14,,,1,15,1,2,2,,,,,,,,,,,,,,1,1,1,2,2,1,9,,12,69,1,4,6910,2500000,52,11,27.983254185,
6004993,1,1,1,60,52,52,1,2,2,6,1,,2,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,1200000,1,,3,,8,2,,,,,1,1,1,48,,.,48,,,7,7,,1,,1,2,2,6,1,1,,,,,,,,,1,2,1,4,9,4,,2,,,,,,,,1,2,50,,2,,,,1,1,1,1,2,1,2,2,2,2,2,,2,2,2,2,1,2,2,1,9,,59,94,1,4,9499,1200000,52,11,26.449984958,
6004993,1,2,1,60,52,52,1,1,,,1,,1,2,2,2,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,1800000,1,,3,,12,2,,,,,2,4,2,40,,.,40,,,1,7,,2,,2,,,,1,.,,,,,,,,1,2,2,1,6,48,1,,2,,,,,,,,1,2,20,,2,,,,2,,,,,,,,,,,,,,1,1,1,1,2,1,3,,09,70,1,4,7020,1800000,52,11,26.449984958,
6004994,1,1,1,60,52,52,2,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,2,180000,1,,3,,12,2,,,,,3,4,2,40,,.,40,,,1,5,,2,,2,,,,1,.,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,25,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,2,1,9,,45,47,1,4,4792,180000,52,11,22.879397138,
6004994,1,2,1,60,52,52,2,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,700000,1,,3,,12,2,,,,,3,1,1,56,,.,56,,,1,4,,2,,2,,,,1,.,,,,,,,,1,2,2,1,2,38,4,,2,,,,,,,,3,3,9,,2,,,,1,1,1,1,2,1,2,2,2,2,2,,2,1,2,2,1,2,2,1,9,,98,49,1,4,4921,700000,52,11,22.879397138,
6004995,1,1,1,60,52,52,1,2,1,,1,,1,1,1,1,288,,5,,2,3200000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,1,1600000,1,3200000,1,1600000,2,,2,,2,,,.,,,,,,,,,.,11,,,,,,,,,40,,.,40,,,8,7,,1,,1,1,1,24,1,1,,,,,,,,,1,1,2,,,,,2,,,,,,,,,11,45,,2,,,,2,,,,,,,,,,,,,,1,1,1,1,1,1,1,,13,85,1,2,8530,3200000,52,11,47.722246169,
6004995,1,2,1,60,52,52,1,2,1,,1,,1,1,1,1,240,,5,,2,2600000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,1,1300000,1,2600000,1,1300000,2,,2,,2,,,.,,,,,,,,,.,11,,,,,,,,,40,,.,40,,,9,7,,1,,1,1,1,20,1,1,,,,,,,,,1,1,2,,,,,2,,,,,,,,,11,20,,2,,,,2,,,,,,,,,,,,,,1,1,1,1,1,1,5,,13,85,1,2,8530,2600000,52,11,47.722246169,
6017497,1,1,1,60,52,52,1,1,,,1,,1,2,2,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,1200000,1,,3,,8,2,,,,,2,1,1,48,,.,0,6,,2,2,,2,,2,,,,1,.,,,,,,,,1,2,2,1,6,24,4,,2,,,,,,,,1,11,20,2,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,9,,95,41,1,4,4111,1200000,52,11,47.722246169,
6017497,1,2,1,60,52,52,1,2,1,,1,,1,1,1,1,168,,5,,2,2200000,2,,,2,,2,,2,,2,,2,,,1,300000,2,2,,,2,,,2,,,2,,,1,1100000,1,2200000,1,1100000,2,,2,,2,,,.,,,,,,,,,.,11,,,,,,,,,40,,.,40,,,6,7,,1,,1,1,1,14,1,1,,,,,,,,,1,1,1,8,60,3,,2,,,,,,,,8,9,90,,2,,,,2,,,,,,,,,,,,,,1,1,1,1,1,1,1,,13,85,1,2,8530,2200000,52,11,47.722246169,
6017497,1,3,1,60,52,52,1,2,2,3,2,2,1,2,1,1,1,,6,,1,1800000,1,200000,2,2,,2,,1,180000,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,1,5,,,,,,,,,,,,1,,,,,,,,,48,,.,48,,,9,6,,1,,1,1,1,0,1,1,,,,,,,,,1,1,1,12,4,1,,2,,,,,,,,1,7,40,,2,,,,2,,,,,,,,,,,,,,1,1,1,1,2,1,3,,87,06,1,1,0610,1800000,52,11,47.722246169,7810
6017498,1,1,1,60,52,52,1,2,2,12,1,,2,2,2,2,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,600000,1,,3,,12,2,,,,,1,1,1,60,,.,60,,,2,7,,2,,2,,,,1,.,,,,,,,,1,2,2,1,0,35,4,,2,,,,,,,,2,2,45,,2,,,,1,1,1,1,1,1,2,2,1,2,2,,2,2,2,2,2,2,2,2,9,,41,47,1,4,4772,600000,52,11,31.087033414,
